grid_active_power,wind_speed,relative_error,anomaly_status,anomaly_severity
3379.61,12.8,0.0204,0,GOOD
3394.38,12.92,0.0161,0,GOOD
3445.46,12.99,0.0013,0,GOOD
3373.27,13.21,0.0222,0,GOOD
3364.46,13.02,0.0248,0,GOOD
3334.82,13.02,0.0334,0,GOOD
3455.43,13.05,0.0016,0,GOOD
3388.06,12.94,0.018,0,GOOD
3380.44,12.89,0.0202,0,GOOD
3439.49,13.16,0.003,0,GOOD
3385.18,12.81,0.0188,0,GOOD
3326.33,12.87,0.0358,0,GOOD
3375.18,13.01,0.0217,0,GOOD
3359.9,13.18,0.0261,0,GOOD
3382.74,12.95,0.0195,0,GOOD
3372.15,12.93,0.0226,0,GOOD
3382.16,13.0,0.0197,0,GOOD
3329.37,13.09,0.035,0,GOOD
3419.62,12.98,0.0088,0,GOOD
3401.84,13.2,0.014,0,GOOD
3354.84,13.21,0.0276,0,GOOD
3399.59,13.01,0.0146,0,GOOD
3402.45,13.34,0.0138,0,GOOD
3389.49,13.04,0.0175,0,GOOD
3402.72,13.2,0.0137,0,GOOD
3373.81,13.09,0.0221,0,GOOD
3404.01,13.08,0.0133,0,GOOD
3417.02,12.78,0.0096,0,GOOD
3386.81,12.85,0.0183,0,GOOD
3365.09,12.99,0.0246,0,GOOD
3421.32,13.21,0.0083,0,GOOD
2819.08,13.09,0.1829,1,LOW
3398.42,12.99,0.0149,0,GOOD
3398.72,13.13,0.0149,0,GOOD
3351.97,13.2,0.0284,0,GOOD
3331.02,13.03,0.0345,0,GOOD
3372.99,13.07,0.0223,0,GOOD
3355.04,13.05,0.0275,0,GOOD
3337.59,13.02,0.0326,0,GOOD
2437.98,12.91,0.2933,1,LOW
3380.31,12.9,0.0202,0,GOOD
3426.21,13.13,0.0069,0,GOOD
3423.7,13.21,0.0076,0,GOOD
3298.81,12.99,0.0438,0,GOOD
3404.49,12.98,0.0132,0,GOOD
3365.33,13.59,0.0245,0,GOOD
3379.12,12.79,0.0205,0,GOOD
3369.29,13.18,0.0234,0,GOOD
3349.24,12.79,0.0292,0,GOOD
3394.77,12.95,0.016,0,GOOD
3395.5,13.1,0.0158,0,GOOD
3431.31,13.11,0.0054,0,GOOD
3381.67,12.98,0.0198,0,GOOD
3402.94,13.02,0.0136,0,GOOD
3411.23,13.09,0.0112,0,GOOD
2624.1,12.92,0.2394,1,LOW
3320.68,13.29,0.0375,0,GOOD
3413.88,12.89,0.0105,0,GOOD
3347.62,13.0,0.0297,0,GOOD
3419.5,12.96,0.0088,0,GOOD
3346.75,13.05,0.0299,0,GOOD
3322.55,13.28,0.0369,0,GOOD
3439.94,12.88,0.0029,0,GOOD
3335.21,13.1,0.0333,0,GOOD
3419.22,13.13,0.0089,0,GOOD
3387.16,13.22,0.0182,0,GOOD
3361.47,12.91,0.0257,0,GOOD
3387.22,12.9,0.0182,0,GOOD
3336.9,13.0,0.0328,0,GOOD
3391.15,13.01,0.0171,0,GOOD
3340.07,12.87,0.0319,0,GOOD
3397.81,13.14,0.0151,0,GOOD
3407.28,13.12,0.0124,0,GOOD
3380.74,13.36,0.0201,0,GOOD
3319.6,12.98,0.0378,0,GOOD
3408.27,12.87,0.0121,0,GOOD
3363.56,12.89,0.0251,0,GOOD
3365.24,13.09,0.0246,0,GOOD
3387.71,12.91,0.0181,0,GOOD
3376.85,13.15,0.0212,0,GOOD
3327.27,12.93,0.0356,0,GOOD
3440.94,13.06,0.0026,0,GOOD
3386.45,13.02,0.0184,0,GOOD
3401.23,12.89,0.0141,0,GOOD
3356.24,12.8,0.0272,0,GOOD
3420.21,13.23,0.0086,0,GOOD
3355.65,13.09,0.0273,0,GOOD
3319.0,12.85,0.038,0,GOOD
3350.44,12.86,0.0289,0,GOOD
3435.01,13.35,0.0043,0,GOOD
3404.83,12.9,0.0131,0,GOOD
3394.7,13.29,0.016,0,GOOD
2719.27,13.07,0.2118,1,LOW
3396.7,12.77,0.0154,0,GOOD
3368.14,12.96,0.0237,0,GOOD
3367.26,12.76,0.024,0,GOOD
3400.36,12.49,0.0144,0,GOOD
3311.63,11.98,0.0331,0,GOOD
3083.2,11.74,0.0242,0,GOOD
2723.0,11.37,0.019,0,GOOD
2541.93,11.22,0.0343,0,GOOD
2250.25,10.85,0.0165,0,GOOD
1942.73,10.47,0.016,0,GOOD
1781.75,10.24,0.0068,0,GOOD
1579.33,10.03,0.0389,0,GOOD
1449.42,9.78,0.0184,0,GOOD
1131.76,9.28,0.0346,0,GOOD
1016.04,9.04,0.028,0,GOOD
827.62,8.62,0.0152,0,GOOD
712.8,8.35,0.0159,0,GOOD
541.42,7.88,0.0146,0,GOOD
460.16,7.63,0.0216,0,GOOD
355.66,7.24,0.0107,0,GOOD
259.22,6.78,0.0131,0,GOOD
220.65,6.57,0.0273,0,GOOD
165.76,6.3,0.0218,0,GOOD
110.36,5.92,0.0657,0,GOOD
102.99,5.8,0.005,0,GOOD
62.57,5.44,0.0941,0,GOOD
94.4,5.77,0.0615,0,GOOD
116.58,5.68,0.2815,0,GOOD
92.05,5.69,0.0016,0,GOOD
122.03,5.96,0.002,0,GOOD
57.28,5.43,0.1542,0,GOOD
149.19,6.12,0.0355,0,GOOD
79.57,5.49,0.0833,0,GOOD
101.5,5.73,0.0594,0,GOOD
85.11,5.61,0.0119,0,GOOD
115.87,5.84,0.07,0,GOOD
120.37,5.86,0.0834,0,GOOD
103.09,5.79,0.0034,0,GOOD
94.88,5.75,0.0314,0,GOOD
83.63,5.52,0.1,0,GOOD
82.61,5.71,0.1238,0,GOOD
89.22,5.74,0.0846,0,GOOD
81.5,5.61,0.0325,0,GOOD
84.61,5.81,0.1945,0,GOOD
108.48,5.79,0.0551,0,GOOD
84.75,5.72,0.1103,0,GOOD
92.99,5.76,0.0686,0,GOOD
90.29,5.72,0.0494,0,GOOD
75.92,5.53,0.0056,0,GOOD
104.17,5.83,0.0319,0,GOOD
64.1,5.41,0.0281,0,GOOD
102.9,5.8,0.0134,0,GOOD
76.13,5.58,0.0646,0,GOOD
95.02,5.81,0.0993,0,GOOD
114.79,5.82,0.0822,0,GOOD
81.58,5.82,0.2312,0,GOOD
108.49,5.88,0.0402,0,GOOD
112.51,5.94,0.0652,0,GOOD
95.56,5.7,0.0207,0,GOOD
94.97,5.88,0.1566,0,GOOD
86.15,5.7,0.0764,0,GOOD
102.39,5.81,0.0244,0,GOOD
123.54,5.9,0.0716,0,GOOD
87.97,5.65,0.0009,0,GOOD
55.08,5.44,0.1995,0,GOOD
78.89,5.64,0.0913,0,GOOD
124.78,5.92,0.0575,0,GOOD
71.95,5.62,0.1559,0,GOOD
114.09,5.91,0.0242,0,GOOD
84.37,5.64,0.0289,0,GOOD
91.21,5.73,0.0574,0,GOOD
124.38,5.76,0.2452,0,GOOD
100.54,5.84,0.0696,0,GOOD
86.19,5.6,0.0418,0,GOOD
101.92,5.86,0.0809,0,GOOD
89.73,5.62,0.0513,0,GOOD
123.87,5.92,0.0476,0,GOOD
72.5,5.56,0.0826,0,GOOD
120.36,5.97,0.0293,0,GOOD
101.76,5.87,0.0932,0,GOOD
70.47,5.61,0.1613,0,GOOD
109.11,5.77,0.0804,0,GOOD
87.43,5.74,0.1012,0,GOOD
76.03,5.79,0.2584,0,GOOD
128.37,5.88,0.1373,0,GOOD
59.97,5.45,0.1392,0,GOOD
116.51,5.93,0.0231,0,GOOD
198.43,6.41,0.0557,0,GOOD
125.24,6.02,0.0365,0,GOOD
90.17,5.71,0.0463,0,GOOD
85.42,5.77,0.1481,0,GOOD
68.27,5.62,0.201,0,GOOD
127.42,6.02,0.018,0,GOOD
88.03,5.64,0.0148,0,GOOD
110.2,5.86,0.0005,0,GOOD
111.71,5.94,0.0716,0,GOOD
111.2,5.87,0.0051,0,GOOD
86.07,5.81,0.1831,0,GOOD
103.84,5.78,0.0243,0,GOOD
80.71,5.59,0.0142,0,GOOD
144.23,6.01,0.1202,0,GOOD
102.2,5.8,0.0176,0,GOOD
89.4,5.77,0.1085,0,GOOD
80.44,5.61,0.0467,0,GOOD
95.4,5.77,0.0557,0,GOOD
103.29,5.76,0.04,0,GOOD
127.37,6.02,0.0201,0,GOOD
87.16,5.77,0.1308,0,GOOD
83.05,5.77,0.1758,0,GOOD
84.55,5.61,0.0003,0,GOOD
100.97,5.66,0.1322,0,GOOD
106.57,5.84,0.0139,0,GOOD
81.23,5.52,0.0785,0,GOOD
122.69,5.9,0.0576,0,GOOD
118.61,5.91,0.018,0,GOOD
77.04,5.65,0.1225,0,GOOD
106.41,5.81,0.0093,0,GOOD
130.09,5.95,0.0754,0,GOOD
101.41,5.75,0.0338,0,GOOD
101.44,5.72,0.0641,0,GOOD
96.82,5.74,0.0025,1,MEDIUM
100.48,5.8,0.0338,0,GOOD
85.99,5.68,0.0535,0,GOOD
92.13,5.71,0.0211,0,GOOD
9.13,5.8,0.9125,1,HIGH
67.42,5.7,0.2748,0,GOOD
82.8,5.6,0.0078,0,GOOD
72.56,5.5,0.0245,0,GOOD
83.54,5.77,0.1694,0,GOOD
122.64,5.94,0.0244,0,GOOD
96.14,5.82,0.0951,0,GOOD
78.82,5.61,0.0607,0,GOOD
103.98,5.66,0.1672,0,GOOD
103.4,5.72,0.0859,0,GOOD
134.25,6.02,0.0271,0,GOOD
132.74,6.03,0.006,0,GOOD
125.64,6.01,0.0275,0,GOOD
120.28,5.78,0.1781,0,GOOD
160.66,6.21,0.0258,0,GOOD
78.7,5.67,0.1229,0,GOOD
78.93,5.71,0.1665,0,GOOD
116.84,5.89,0.02,0,GOOD
101.14,5.8,0.0311,0,GOOD
89.41,5.81,0.1509,0,GOOD
77.3,5.49,0.0525,0,GOOD
81.46,5.63,0.0517,0,GOOD
57.77,5.76,0.4177,1,LOW
91.24,5.67,0.0147,0,GOOD
73.55,5.58,0.0926,0,GOOD
95.91,5.68,0.0486,0,GOOD
98.61,5.8,0.0554,0,GOOD
104.36,5.87,0.0642,0,GOOD
67.02,5.5,0.0943,0,GOOD
110.28,5.76,0.1038,0,GOOD
93.67,5.75,0.0494,0,GOOD
26.99,5.8,0.7394,1,HIGH
101.97,5.61,0.212,0,GOOD
74.4,5.61,0.1183,0,GOOD
88.55,5.94,0.2636,0,GOOD
76.02,5.42,0.1401,0,GOOD
83.02,5.65,0.0562,0,GOOD
83.3,5.71,0.114,0,GOOD
87.46,5.72,0.0835,0,GOOD
84.01,5.67,0.0684,0,GOOD
47.79,5.83,0.5557,1,MEDIUM
107.74,5.82,0.0151,0,GOOD
108.54,5.74,0.1089,0,GOOD
83.11,5.56,0.0483,0,GOOD
87.32,5.69,0.0568,0,GOOD
73.24,5.56,0.073,0,GOOD
61.13,5.29,0.0741,0,GOOD
56.01,5.19,0.1289,0,GOOD
44.15,4.95,0.1843,0,GOOD
21.95,4.75,0.0644,0,GOOD
24.07,4.68,0.0313,0,GOOD
25.93,4.64,0.1035,0,GOOD
10.23,4.45,0.0842,0,GOOD
2.88,4.46,0.2355,0,GOOD
7.34,4.48,0.163,0,GOOD
14.56,4.55,0.0582,0,GOOD
22.29,4.5,0.1279,0,GOOD
30.02,4.55,0.2482,0,GOOD
-5.0,4.21,0.2687,0,GOOD
-0.48,4.06,0.1233,0,GOOD
-0.8,3.85,0.0735,0,GOOD
9.92,3.75,0.1585,0,GOOD
-4.43,3.57,0.1062,0,GOOD
-3.9,3.44,0.0861,0,GOOD
-5.0,3.55,0.116,0,GOOD
5.18,3.42,0.0966,0,GOOD
-1.4,3.36,0.0323,0,GOOD
-5.0,3.22,0.101,0,GOOD
-2.59,3.12,0.0519,0,GOOD
11.27,3.01,0.2254,0,GOOD
-5.0,2.95,0.1,0,GOOD
-5.0,2.98,0.1,0,GOOD
12.52,3.06,0.2505,0,GOOD
0.76,2.99,0.0152,0,GOOD
6.7,2.95,0.134,0,GOOD
4.02,2.7,0.0804,0,GOOD
-0.35,2.58,0.0071,0,GOOD
-3.48,2.58,0.0697,0,GOOD
8.32,2.57,0.1663,0,GOOD
11.62,2.48,0.2325,0,GOOD
10.84,2.48,0.2168,0,GOOD
-5.0,2.43,0.1,0,GOOD
13.05,2.46,0.261,0,GOOD
-3.58,1.31,0.0716,0,GOOD
-5.0,1.32,0.1,0,GOOD
-1.69,1.32,0.0339,0,GOOD
8.31,1.11,0.1662,0,GOOD
5.4,1.33,0.1081,0,GOOD
-2.55,1.21,0.0511,0,GOOD
8.38,1.24,0.1675,0,GOOD
1.4,1.28,0.028,0,GOOD
-5.0,1.45,0.1,0,GOOD
-5.0,1.18,0.1,0,GOOD
4.1,1.28,0.082,0,GOOD
-0.83,1.26,0.0165,0,GOOD
-5.0,1.38,0.1,0,GOOD
8.47,1.26,0.1694,0,GOOD
-4.8,1.31,0.0961,0,GOOD
15.92,1.18,0.3184,0,GOOD
-5.0,1.39,0.1,0,GOOD
-1.81,1.14,0.0361,0,GOOD
-5.0,1.33,0.1,0,GOOD
-5.0,1.31,0.1,0,GOOD
-4.87,1.32,0.0974,0,GOOD
17.71,1.14,0.3541,0,GOOD
1.43,1.25,0.0287,0,GOOD
-5.0,1.37,0.1,0,GOOD
-5.0,1.46,0.1,0,GOOD
-5.0,1.27,0.1,0,GOOD
-5.0,1.36,0.1,0,GOOD
-5.0,1.3,0.1,0,GOOD
-2.24,1.28,0.0448,0,GOOD
-5.0,1.24,0.1,0,GOOD
-0.92,1.28,0.0183,0,GOOD
10.28,1.35,0.2055,0,GOOD
16.23,1.36,0.3246,0,GOOD
-5.0,1.16,0.1,0,GOOD
-5.0,1.23,0.1,0,GOOD
-5.0,1.18,0.1,0,GOOD
1.46,1.29,0.0291,0,GOOD
-5.0,1.25,0.1,0,GOOD
16.82,1.32,0.3365,0,GOOD
0.44,1.32,0.0087,0,GOOD
-1.23,1.07,0.0246,0,GOOD
15.93,1.07,0.3185,0,GOOD
-0.16,1.28,0.0032,0,GOOD
4.0,1.4,0.0801,0,GOOD
-5.0,1.23,0.1,0,GOOD
-5.0,1.23,0.1,0,GOOD
-5.0,1.38,0.1,0,GOOD
21.87,1.36,0.4374,0,GOOD
6.33,1.19,0.1266,0,GOOD
2.75,1.35,0.0549,0,GOOD
-5.0,1.21,0.1,0,GOOD
9.11,1.23,0.1823,0,GOOD
-5.0,1.19,0.1,0,GOOD
-5.0,1.16,0.1,0,GOOD
-5.0,1.29,0.1,0,GOOD
19.54,1.15,0.3909,0,GOOD
18.98,1.3,0.3796,0,GOOD
-4.51,1.3,0.0902,0,GOOD
-5.0,1.27,0.1,0,GOOD
-5.0,1.24,0.1,0,GOOD
0.78,1.09,0.0156,0,GOOD
1.62,1.33,0.0324,0,GOOD
7.9,1.28,0.1579,0,GOOD
9.11,1.17,0.1821,0,GOOD
-1.97,1.12,0.0395,0,GOOD
5.56,1.31,0.1112,0,GOOD
-5.0,1.56,0.1,0,GOOD
5.37,1.43,0.1074,0,GOOD
-5.0,1.27,0.1,0,GOOD
4.59,1.29,0.0919,0,GOOD
3.79,1.24,0.0757,0,GOOD
0.69,1.13,0.0138,0,GOOD
7.95,1.26,0.1589,0,GOOD
-5.0,1.28,0.1,0,GOOD
-5.0,1.3,0.1,0,GOOD
-2.7,1.41,0.054,0,GOOD
-5.0,1.33,0.1,0,GOOD
-4.07,1.41,0.0814,0,GOOD
-3.75,1.34,0.0749,0,GOOD
13.1,1.34,0.2619,0,GOOD
1.43,1.35,0.0285,0,GOOD
10.29,1.2,0.2059,0,GOOD
3.02,1.37,0.0603,0,GOOD
-5.0,1.26,0.1,0,GOOD
1.34,1.26,0.0267,0,GOOD
7.29,1.29,0.1459,0,GOOD
11.93,1.25,0.2387,0,GOOD
-1.32,1.18,0.0265,0,GOOD
-5.0,1.28,0.1,0,GOOD
-5.0,1.26,0.1,0,GOOD
-3.26,1.26,0.0653,0,GOOD
-5.0,1.27,0.1,0,GOOD
17.95,1.07,0.359,0,GOOD
5.97,1.26,0.1194,0,GOOD
-5.0,1.42,0.1,0,GOOD
-5.0,1.41,0.1,0,GOOD
10.28,1.29,0.2056,0,GOOD
-5.0,1.28,0.1,0,GOOD
-5.0,1.05,0.1,0,GOOD
-5.0,1.23,0.1,0,GOOD
1.14,1.35,0.0228,0,GOOD
6.21,1.25,0.1242,0,GOOD
11.93,1.82,0.2385,0,GOOD
10.45,2.3,0.209,0,GOOD
0.01,2.87,0.0002,0,GOOD
10.41,3.35,0.2041,0,GOOD
-4.86,3.74,0.1352,0,GOOD
-5.0,4.28,0.2964,0,GOOD
17.63,4.74,0.1479,0,GOOD
40.76,5.2,0.1863,0,GOOD
98.7,5.83,0.0757,0,GOOD
114.51,5.99,0.0903,0,GOOD
158.57,6.27,0.0402,0,GOOD
218.66,6.58,0.0077,0,GOOD
313.11,6.99,0.0424,0,GOOD
384.03,7.41,0.055,0,GOOD
464.79,7.68,0.0445,0,GOOD
577.73,8.02,0.0347,0,GOOD
715.03,8.37,0.024,0,GOOD
1066.33,9.12,0.0159,0,GOOD
1443.48,9.79,0.0245,0,GOOD
1724.61,10.19,0.0201,0,GOOD
2072.76,10.6,0.0026,0,GOOD
2267.18,10.92,0.0344,0,GOOD
2535.94,11.14,0.0068,0,GOOD
2931.52,11.58,0.0193,0,GOOD
3292.97,11.91,0.0175,0,GOOD
3364.96,12.36,0.0246,0,GOOD
3318.36,12.78,0.0382,0,GOOD
3385.43,13.06,0.0187,0,GOOD
3395.05,13.1,0.0159,0,GOOD
3414.69,13.17,0.0102,0,GOOD
3387.53,12.76,0.0181,0,GOOD
3309.95,12.98,0.0406,0,GOOD
2227.87,13.13,0.3542,1,MEDIUM
3460.4,13.28,0.003,0,GOOD
3347.96,12.99,0.0296,0,GOOD
3456.27,13.34,0.0018,0,GOOD
2026.44,12.84,0.4126,1,MEDIUM
3381.68,13.27,0.0198,0,GOOD
3405.47,12.82,0.0129,0,GOOD
3351.71,13.1,0.0285,0,GOOD
3433.34,12.93,0.0048,0,GOOD
3386.56,12.92,0.0184,0,GOOD
3402.11,13.4,0.0139,0,GOOD
3383.31,13.17,0.0193,0,GOOD
3406.81,13.0,0.0125,0,GOOD
3430.84,12.61,0.0056,0,GOOD
3373.2,12.74,0.0223,0,GOOD
3427.45,12.84,0.0065,0,GOOD
3376.51,13.03,0.0213,0,GOOD
3401.95,13.1,0.0139,0,GOOD
3407.55,12.89,0.0123,0,GOOD
3346.9,13.15,0.0299,0,GOOD
3391.41,13.12,0.017,0,GOOD
3380.08,12.94,0.0203,0,GOOD
3343.69,12.84,0.0308,0,GOOD
3383.67,12.67,0.0192,0,GOOD
3403.33,13.08,0.0135,0,GOOD
3379.64,13.04,0.0204,0,GOOD
3389.89,13.13,0.0174,0,GOOD
3391.74,13.24,0.0169,0,GOOD
3364.21,13.3,0.0249,0,GOOD
3390.06,13.2,0.0174,0,GOOD
994.5,12.97,0.7117,1,HIGH
