grid_active_power,wind_speed,relative_error,anomaly_status,anomaly_severity
77.88,2.43,1.5576,0,GOOD
521.77,7.74,0.0328,0,GOOD
17.83,6.52,0.9133,1,HIGH
3045.59,12.88,0.1172,0,GOOD
-5.0,1.33,0.1,0,GOOD
295.28,7.47,0.3,1,LOW
232.23,6.79,0.0991,0,GOOD
378.85,7.42,0.0741,0,GOOD
-5.0,5.95,1.0412,1,HIGH
407.93,7.86,0.2492,1,LOW
464.41,7.85,0.1388,0,GOOD
537.01,7.7,0.0922,0,GOOD
62.19,3.56,1.2274,1,HIGH
-5.0,4.47,0.4036,1,MEDIUM
-5.0,2.23,0.1,0,GOOD
3333.15,16.08,0.0339,0,GOOD
1285.14,9.54,0.0298,0,GOOD
-5.0,2.62,0.1,0,GOOD
49.54,5.33,0.1754,1,LOW
-5.0,3.91,0.1708,1,LOW
43.31,4.19,0.7054,1,HIGH
2062.32,11.06,0.1678,1,LOW
883.64,9.01,0.1388,0,GOOD
-5.0,3.62,0.1226,0,GOOD
289.59,7.08,0.1013,0,GOOD
1604.6,10.15,0.0726,0,GOOD
1528.72,10.14,0.111,0,GOOD
2941.15,13.66,0.1475,0,GOOD
71.59,6.92,0.7484,1,HIGH
115.58,5.86,0.0405,0,GOOD
1736.07,10.66,0.1834,1,LOW
933.74,9.19,0.1691,1,LOW
-5.0,3.21,0.1008,0,GOOD
1144.67,9.65,0.1757,1,LOW
611.15,9.86,0.6001,1,HIGH
901.41,8.84,0.0426,0,GOOD
3034.42,16.3,0.1205,0,GOOD
161.22,6.19,0.0528,0,GOOD
-5.0,0.33,0.1,0,GOOD
744.44,8.26,0.0808,0,GOOD
2766.95,11.68,0.1045,0,GOOD
183.33,5.77,0.8216,1,HIGH
96.98,11.16,0.9623,1,HIGH
3386.11,14.45,0.0185,0,GOOD
129.19,1.7,2.5838,0,GOOD
3472.98,12.8,0.0067,0,GOOD
2388.35,11.31,0.1192,0,GOOD
467.34,8.28,0.3283,1,MEDIUM
913.78,8.75,0.0179,0,GOOD
50.33,2.62,1.0066,0,GOOD
22.82,2.53,0.4564,0,GOOD
1742.46,10.97,0.2734,1,LOW
2886.87,11.95,0.1494,0,GOOD
122.98,6.07,0.1042,0,GOOD
-5.0,4.48,0.4056,1,MEDIUM
603.83,7.93,0.0635,0,GOOD
-5.0,3.26,0.1016,0,GOOD
1796.0,10.68,0.1624,1,LOW
43.54,3.58,0.852,1,HIGH
31.28,1.2,0.6256,0,GOOD
572.8,7.99,0.0283,0,GOOD
376.08,7.22,0.0558,0,GOOD
2587.19,11.22,0.0172,0,GOOD
62.53,3.61,1.2296,1,HIGH
2254.17,10.86,0.0187,0,GOOD
153.16,0.52,3.0632,0,GOOD
-5.0,4.84,0.6936,1,HIGH
3143.46,12.54,0.0889,0,GOOD
420.81,8.04,0.3065,1,MEDIUM
317.72,7.13,0.0454,0,GOOD
6.85,2.9,0.137,0,GOOD
20.98,3.24,0.4184,1,MEDIUM
1439.57,10.0,0.1116,0,GOOD
1709.37,10.18,0.0247,0,GOOD
679.62,8.92,0.3067,1,MEDIUM
1995.47,10.54,0.0163,0,GOOD
-5.0,2.99,0.1,0,GOOD
1258.4,9.26,0.084,0,GOOD
367.0,7.33,0.046,0,GOOD
34.4,4.39,0.4312,1,MEDIUM
952.34,9.12,0.1232,0,GOOD
-5.0,0.07,0.1,0,GOOD
498.96,7.81,0.0518,0,GOOD
-5.0,2.23,0.1,0,GOOD
1919.7,10.52,0.0455,0,GOOD
3288.91,12.9,0.0467,0,GOOD
77.4,6.24,0.518,1,MEDIUM
3185.41,12.05,0.0767,0,GOOD
3379.83,11.96,0.0064,0,GOOD
420.81,7.39,0.0477,0,GOOD
-5.0,2.57,0.1,0,GOOD
2743.94,15.41,0.2047,0,GOOD
-5.0,3.76,0.1412,0,GOOD
50.83,3.46,1.007,1,HIGH
2974.36,15.94,0.1379,0,GOOD
2524.33,11.86,0.2327,1,LOW
123.27,7.74,0.7547,1,HIGH
83.8,0.72,1.676,0,GOOD
118.07,1.26,2.3614,0,GOOD
62.46,3.24,1.248,1,HIGH
83.3,2.98,1.666,0,GOOD
1159.81,9.29,0.0175,0,GOOD
1067.65,9.02,0.0331,0,GOOD
3145.54,12.01,0.0882,0,GOOD
-5.0,3.71,0.1346,0,GOOD
1017.95,9.19,0.0941,0,GOOD
75.09,6.4,0.5966,1,MEDIUM
-5.0,1.7,0.1,0,GOOD
-5.0,1.69,0.1,0,GOOD
367.06,7.77,0.2858,1,LOW
1173.17,9.19,0.0469,0,GOOD
29.59,3.78,0.5466,1,MEDIUM
39.03,5.04,0.0232,0,GOOD
865.9,8.77,0.0486,0,GOOD
36.2,5.16,0.234,1,LOW
438.15,7.65,0.082,0,GOOD
202.74,6.2,0.3113,1,MEDIUM
670.46,7.98,0.1437,0,GOOD
24.56,2.32,0.4912,0,GOOD
483.8,7.61,0.0459,0,GOOD
217.8,6.77,0.1426,0,GOOD
34.4,4.81,0.1254,0,GOOD
1478.23,9.9,0.0478,0,GOOD
1110.44,9.06,0.0543,0,GOOD
76.33,5.31,0.3142,1,MEDIUM
-5.0,3.8,0.1482,0,GOOD
12.86,4.53,0.0838,0,GOOD
2312.02,11.11,0.0838,0,GOOD
2641.16,13.93,0.2344,1,LOW
540.64,9.74,0.6271,1,HIGH
8.84,5.92,0.9249,1,HIGH
377.4,7.56,0.1586,1,LOW
28.09,4.38,0.3148,1,MEDIUM
38.23,5.35,0.3757,1,MEDIUM
1874.45,10.67,0.1225,0,GOOD
28.44,4.16,0.4196,1,MEDIUM
2962.39,12.63,0.1413,0,GOOD
3314.39,17.41,0.0393,0,GOOD
1727.62,10.2,0.0214,0,GOOD
15.42,7.01,0.9495,1,HIGH
823.5,9.0,0.1934,1,LOW
36.51,5.64,0.5798,1,MEDIUM
3231.93,11.96,0.0495,0,GOOD
19.42,3.46,0.379,1,MEDIUM
3056.58,13.23,0.114,0,GOOD
875.78,11.79,0.7278,1,HIGH
3337.21,14.36,0.0327,0,GOOD
37.86,5.06,0.0678,0,GOOD
99.32,5.65,0.1322,0,GOOD
-5.0,3.14,0.1002,0,GOOD
177.06,6.05,0.3159,1,MEDIUM
3273.03,11.92,0.0269,0,GOOD
54.99,5.5,0.2554,1,LOW
43.88,5.73,0.5459,1,MEDIUM
3027.06,12.45,0.1226,0,GOOD
34.17,4.79,0.1418,0,GOOD
2771.08,11.92,0.1745,1,LOW
616.64,8.29,0.1199,0,GOOD
-5.0,4.54,0.4482,1,MEDIUM
725.64,8.51,0.0849,0,GOOD
27.19,2.51,0.5438,0,GOOD
-5.0,3.4,0.106,0,GOOD
248.17,6.61,0.1163,0,GOOD
1114.25,9.18,0.003,0,GOOD
2288.69,11.83,0.2965,1,LOW
48.93,6.03,0.6295,1,HIGH
3162.17,12.08,0.0834,0,GOOD
2617.01,13.45,0.2414,1,LOW
2927.2,14.18,0.1515,0,GOOD
104.57,10.83,0.954,1,HIGH
1738.88,10.85,0.2401,1,LOW
-5.0,2.54,0.1,0,GOOD
1140.87,9.19,0.0182,0,GOOD
956.02,8.9,0.0188,0,GOOD
-5.0,2.68,0.1,0,GOOD
1392.84,9.93,0.1145,0,GOOD
2303.2,10.93,0.0222,0,GOOD
2654.39,12.6,0.2306,1,LOW
197.94,6.99,0.3422,1,MEDIUM
348.28,7.52,0.2034,1,LOW
2780.17,14.72,0.1942,0,GOOD
736.22,8.57,0.0978,0,GOOD
7.29,3.39,0.1404,0,GOOD
38.31,3.87,0.7034,1,HIGH
-5.0,3.31,0.103,0,GOOD
40.24,3.85,0.7474,1,HIGH
1141.03,9.27,0.0239,0,GOOD
153.47,5.58,0.8803,1,HIGH
2561.79,11.59,0.1472,0,GOOD
69.65,2.65,1.393,0,GOOD
2959.41,17.71,0.1422,0,GOOD
326.17,7.48,0.2342,1,LOW
-5.0,1.2,0.1,0,GOOD
-5.0,3.03,0.1,0,GOOD
192.75,6.61,0.1321,0,GOOD
2739.71,11.35,0.0046,0,GOOD
38.91,2.39,0.7782,0,GOOD
3450.42,12.08,0.0001,0,GOOD
1005.78,8.93,0.017,0,GOOD
1769.52,10.32,0.0453,0,GOOD
2783.12,13.63,0.1933,1,LOW
117.9,6.81,0.5513,1,MEDIUM
-5.0,4.57,0.466,1,MEDIUM
1950.17,10.93,0.1735,1,LOW
476.16,7.88,0.1369,0,GOOD
133.73,5.7,0.4404,1,MEDIUM
-2.63,3.58,0.0714,0,GOOD
925.13,8.8,0.0034,0,GOOD
38.72,1.91,0.7744,0,GOOD
3036.14,14.39,0.12,0,GOOD
3.4,4.14,0.073,0,GOOD
516.78,7.98,0.1144,0,GOOD
706.21,8.31,0.0039,0,GOOD
-5.0,3.61,0.1218,0,GOOD
38.59,0.19,0.7718,0,GOOD
-5.0,2.98,0.1,0,GOOD
3297.53,12.96,0.0442,0,GOOD
85.68,3.12,1.7134,1,HIGH
2756.97,14.35,0.2009,0,GOOD
52.36,3.53,1.033,1,HIGH
1455.19,9.82,0.0324,0,GOOD
7.76,2.7,0.1552,0,GOOD
10.36,0.47,0.2072,0,GOOD
80.54,4.59,1.23,1,HIGH
1169.33,9.46,0.0821,0,GOOD
-5.0,2.36,0.1,0,GOOD
197.83,6.89,0.2918,1,LOW
-5.0,3.89,0.1666,1,LOW
55.98,3.57,1.1022,1,HIGH
1075.24,9.74,0.2595,1,LOW
183.03,6.92,0.3587,1,MEDIUM
285.65,7.23,0.2051,1,LOW
64.39,3.12,1.2876,1,HIGH
1781.37,10.24,0.0089,0,GOOD
-5.0,3.45,0.1086,0,GOOD
851.98,9.05,0.1874,1,LOW
788.91,8.67,0.087,0,GOOD
2894.2,11.99,0.1595,1,LOW
38.63,6.08,0.722,1,HIGH
31.76,5.24,0.4049,1,MEDIUM
1093.34,9.48,0.149,0,GOOD
1244.46,9.78,0.1552,1,LOW
2250.29,11.12,0.113,0,GOOD
70.44,5.92,0.4034,1,MEDIUM
76.51,4.29,1.329,1,HIGH
40.05,3.94,0.7222,1,HIGH
2578.12,11.8,0.2013,1,LOW
504.91,8.17,0.2258,1,LOW
1390.16,9.93,0.1171,0,GOOD
-5.0,2.26,0.1,0,GOOD
1646.58,10.21,0.0711,0,GOOD
635.48,7.91,0.1375,0,GOOD
350.15,7.09,0.0853,0,GOOD
580.07,8.04,0.0445,0,GOOD
3097.54,16.01,0.1022,0,GOOD
2832.01,20.34,0.1791,0,GOOD
57.16,5.67,0.3631,1,MEDIUM
684.93,8.88,0.2873,1,LOW
1865.47,11.2,0.2863,1,LOW
161.53,5.07,2.386,1,HIGH
754.72,8.26,0.094,0,GOOD
2506.37,11.7,0.1948,1,LOW
2961.45,12.98,0.1416,0,GOOD
171.97,6.88,0.3791,1,MEDIUM
1029.17,8.87,0.0724,0,GOOD
189.56,6.64,0.1727,1,LOW
3109.35,11.95,0.0846,0,GOOD
-5.0,3.38,0.1054,0,GOOD
-5.0,6.91,1.0177,1,HIGH
-5.0,2.44,0.1,0,GOOD
7.4,3.5,0.1364,0,GOOD
38.62,4.88,0.1424,0,GOOD
3023.97,12.04,0.1235,0,GOOD
532.04,8.04,0.122,0,GOOD
1839.71,10.48,0.0729,0,GOOD
3317.39,14.23,0.0384,0,GOOD
3101.4,11.96,0.0889,0,GOOD
1077.15,9.4,0.1323,0,GOOD
70.73,5.41,0.0705,0,GOOD
750.17,8.37,0.0226,0,GOOD
1513.89,10.2,0.1417,0,GOOD
79.08,5.25,0.4607,1,MEDIUM
136.89,5.51,0.8352,1,HIGH
44.17,5.01,0.1156,0,GOOD
349.24,7.26,0.0453,0,GOOD
746.24,8.4,0.0009,0,GOOD
290.24,7.04,0.0685,0,GOOD
3017.37,12.04,0.1254,0,GOOD
265.64,6.68,0.1286,0,GOOD
1460.62,9.75,0.0029,0,GOOD
661.82,8.59,0.1988,1,LOW
396.31,7.24,0.1009,0,GOOD
1600.09,10.61,0.2328,1,LOW
1.95,1.46,0.039,0,GOOD
-5.0,4.84,0.6918,1,HIGH
314.27,6.97,0.0647,0,GOOD
438.7,7.68,0.0978,0,GOOD
28.43,5.7,0.6943,1,HIGH
1001.9,13.4,0.7096,1,HIGH
641.68,8.05,0.051,0,GOOD
25.09,4.01,0.4046,1,MEDIUM
-5.0,4.79,0.6412,1,HIGH
-5.0,2.11,0.1,0,GOOD
1549.82,10.09,0.0816,0,GOOD
-5.0,2.93,0.1,0,GOOD
-5.0,2.94,0.1,0,GOOD
2897.4,17.26,0.1602,0,GOOD
1671.54,10.1,0.0127,0,GOOD
2230.32,11.17,0.1364,0,GOOD
1213.68,9.43,0.036,0,GOOD
822.04,8.5,0.0424,0,GOOD
1922.07,11.07,0.2268,1,LOW
294.8,6.74,0.1947,1,LOW
2952.34,12.25,0.1442,0,GOOD
42.3,4.94,0.1512,1,LOW
796.88,15.97,0.769,0,GOOD
119.77,6.41,0.359,1,MEDIUM
1612.74,10.26,0.1093,0,GOOD
594.84,8.18,0.0941,0,GOOD
1634.87,10.28,0.1042,0,GOOD
-5.0,2.93,0.1,0,GOOD
737.17,8.36,0.009,0,GOOD
1229.78,9.56,0.0808,0,GOOD
58.45,1.43,1.169,0,GOOD
822.08,8.88,0.1436,0,GOOD
-5.0,1.93,0.1,0,GOOD
116.83,5.42,0.7497,1,HIGH
77.8,1.89,1.556,0,GOOD
341.08,7.37,0.1376,0,GOOD
122.74,2.13,2.4548,0,GOOD
1084.93,9.32,0.0938,0,GOOD
58.28,2.17,1.1656,0,GOOD
2828.87,11.72,0.0998,0,GOOD
-5.0,4.77,0.6248,1,HIGH
137.65,5.95,0.1351,0,GOOD
2951.08,13.12,0.1446,0,GOOD
-5.0,1.05,0.1,0,GOOD
801.58,8.96,0.1997,1,LOW
-5.0,3.14,0.1002,0,GOOD
-5.0,2.88,0.1,0,GOOD
10.05,5.03,0.5866,1,MEDIUM
-5.0,2.56,0.1,0,GOOD
2968.04,12.55,0.1397,0,GOOD
912.71,8.61,0.0937,0,GOOD
46.75,5.94,0.6112,1,HIGH
3387.76,11.85,0.0344,0,GOOD
67.15,4.97,0.6162,1,HIGH
1521.33,9.98,0.054,0,GOOD
404.81,7.99,0.3113,1,MEDIUM
5.02,0.38,0.1004,0,GOOD
64.39,1.13,1.2878,0,GOOD
817.67,8.92,0.1689,1,LOW
5.26,3.98,0.0166,0,GOOD
94.78,5.11,1.0058,1,HIGH
36.17,4.96,0.0088,0,GOOD
230.22,6.66,0.0102,0,GOOD
49.64,4.42,0.7234,1,HIGH
274.48,7.0,0.0929,0,GOOD
21.96,1.56,0.4392,0,GOOD
2777.39,11.57,0.069,0,GOOD
399.63,7.37,0.0103,0,GOOD
1171.07,9.47,0.0862,0,GOOD
753.13,8.59,0.0876,0,GOOD
37.66,2.52,0.7532,0,GOOD
233.07,6.18,0.5346,1,MEDIUM
29.67,2.45,0.5934,0,GOOD
20.37,1.77,0.4074,0,GOOD
1858.41,10.64,0.1194,0,GOOD
26.38,3.23,0.5264,1,MEDIUM
3513.9,19.37,0.0185,0,GOOD
3251.23,15.36,0.0576,0,GOOD
68.14,6.06,0.4989,1,MEDIUM
245.3,6.69,0.0344,0,GOOD
749.91,8.37,0.0213,0,GOOD
202.34,7.13,0.3911,1,MEDIUM
438.25,8.04,0.276,1,LOW
1898.03,10.56,0.0701,0,GOOD
157.51,7.04,0.494,1,MEDIUM
1281.45,9.79,0.1352,0,GOOD
1167.84,9.57,0.1299,0,GOOD
122.49,2.13,2.4498,0,GOOD
6.08,1.45,0.1216,0,GOOD
6.65,5.74,0.9316,1,HIGH
497.85,7.59,0.0844,0,GOOD
9.84,4.92,0.4714,1,MEDIUM
-5.0,3.12,0.1002,0,GOOD
2566.05,11.1,0.0197,0,GOOD
3406.78,12.62,0.0125,0,GOOD
18.74,7.12,0.9436,1,HIGH
2954.32,13.92,0.1437,0,GOOD
164.75,6.32,0.0471,0,GOOD
1752.35,10.55,0.1396,0,GOOD
2.62,0.64,0.0524,0,GOOD
89.49,5.16,0.8324,1,HIGH
957.6,9.26,0.1767,1,LOW
602.21,7.8,0.1535,1,LOW
365.15,7.54,0.1764,1,LOW
2616.81,14.96,0.2415,0,GOOD
173.14,5.66,0.9428,1,HIGH
209.24,7.08,0.3508,1,MEDIUM
3082.61,17.14,0.1065,0,GOOD
760.56,8.72,0.1421,0,GOOD
-5.0,4.46,0.3944,1,MEDIUM
924.1,8.85,0.0266,0,GOOD
3086.19,11.82,0.05,0,GOOD
3132.98,13.25,0.0919,0,GOOD
668.08,8.36,0.0812,0,GOOD
-5.0,2.53,0.1,0,GOOD
1895.34,10.73,0.132,0,GOOD
22.83,3.35,0.4526,1,MEDIUM
285.85,6.93,0.0013,0,GOOD
2846.12,15.69,0.175,0,GOOD
193.65,5.26,2.5228,1,HIGH
-5.0,5.36,1.0802,1,HIGH
2919.57,20.78,0.1537,0,GOOD
928.21,8.88,0.0333,0,GOOD
4.21,6.75,0.9831,1,HIGH
153.6,6.71,0.3647,1,MEDIUM
107.99,3.8,2.112,1,HIGH
598.25,8.28,0.1389,0,GOOD
2630.71,11.63,0.1363,0,GOOD
815.57,8.61,0.0262,0,GOOD
247.39,6.41,0.3183,1,MEDIUM
-5.0,4.4,0.3616,1,MEDIUM
1591.65,10.39,0.1662,1,LOW
3152.33,12.14,0.0863,0,GOOD
-5.0,2.84,0.1,0,GOOD
279.51,7.07,0.1211,0,GOOD
2309.58,10.87,0.0003,0,GOOD
1084.16,14.66,0.6858,0,GOOD
38.08,6.13,0.7379,1,HIGH
70.09,2.0,1.4018,0,GOOD
119.38,6.48,0.4022,1,MEDIUM
-5.0,2.55,0.1,0,GOOD
60.43,2.88,1.2086,0,GOOD
3155.94,15.77,0.0852,0,GOOD
365.17,7.37,0.0775,0,GOOD
271.74,7.02,0.116,0,GOOD
65.25,5.17,0.3344,1,MEDIUM
25.02,3.37,0.4954,1,MEDIUM
2908.6,16.37,0.1569,0,GOOD
3368.04,15.5,0.0238,0,GOOD
-5.0,0.75,0.1,0,GOOD
145.91,5.87,0.2995,1,LOW
-5.0,2.28,0.1,0,GOOD
144.32,6.0,0.1324,0,GOOD
2052.81,10.64,0.0267,0,GOOD
3410.45,14.76,0.0115,0,GOOD
27.82,5.44,0.5938,1,MEDIUM
43.89,1.46,0.8778,0,GOOD
368.62,7.48,0.1314,0,GOOD
745.98,8.56,0.0818,0,GOOD
329.87,7.39,0.1763,1,LOW
135.62,5.19,1.7236,1,HIGH
1191.7,9.52,0.0931,0,GOOD
1509.57,10.02,0.0772,0,GOOD
32.64,5.16,0.302,1,MEDIUM
3414.97,11.86,0.0364,0,GOOD
2784.34,11.39,0.0036,0,GOOD
153.35,5.86,0.3789,1,MEDIUM
430.22,7.54,0.0261,0,GOOD
66.5,5.97,0.4654,1,MEDIUM
1250.49,9.67,0.1112,0,GOOD
1817.58,10.53,0.0991,0,GOOD
-5.0,3.56,0.1166,0,GOOD
3267.48,13.69,0.0529,0,GOOD
3046.23,14.46,0.117,0,GOOD
37.09,5.39,0.4275,1,MEDIUM
42.51,3.78,0.8052,1,HIGH
135.22,4.86,2.0942,1,HIGH
-2.41,1.58,0.0482,0,GOOD
71.78,6.25,0.5597,1,MEDIUM
1223.09,9.61,0.1059,0,GOOD
1224.83,10.09,0.2728,1,LOW
333.72,7.22,0.0638,0,GOOD
555.59,8.03,0.079,0,GOOD
3610.04,13.28,0.0464,0,GOOD
-5.0,3.69,0.1314,0,GOOD
2918.62,15.21,0.154,0,GOOD
2483.54,11.21,0.0521,0,GOOD
38.21,6.17,0.7466,1,HIGH
156.38,7.12,0.5276,1,MEDIUM
523.62,7.95,0.0887,0,GOOD
1659.09,10.27,0.0885,0,GOOD
1752.99,10.1,0.0334,0,GOOD
-5.0,2.44,0.1,0,GOOD
2677.55,11.4,0.0444,0,GOOD
121.78,11.02,0.9502,1,HIGH
-5.0,2.33,0.1,0,GOOD
1151.44,9.52,0.1206,0,GOOD
3177.33,21.59,0.079,0,GOOD
132.04,4.15,2.4974,1,HIGH
242.84,6.36,0.3488,1,MEDIUM
3155.11,16.05,0.0855,0,GOOD
726.17,8.14,0.1304,0,GOOD
28.58,5.38,0.5547,1,MEDIUM
3252.67,14.49,0.0572,0,GOOD
6.4,1.83,0.128,0,GOOD
1641.04,10.04,0.0073,0,GOOD
418.74,7.84,0.2205,1,LOW
359.32,7.3,0.0478,0,GOOD
146.96,6.34,0.1681,1,LOW
1596.92,10.35,0.1509,1,LOW
252.09,15.95,0.9269,0,GOOD
-5.0,5.13,1.0208,1,HIGH
565.88,8.38,0.2327,1,LOW
866.76,8.91,0.113,0,GOOD
-5.0,0.72,0.1,0,GOOD
386.1,9.64,0.7211,1,HIGH
282.76,6.92,0.0077,0,GOOD
-2.37,2.95,0.0474,0,GOOD
1.42,4.74,0.4724,1,MEDIUM
-5.0,2.58,0.1,0,GOOD
266.62,6.85,0.0115,0,GOOD
654.15,8.39,0.1168,0,GOOD
157.01,6.61,0.2966,1,LOW
178.57,2.82,3.5714,0,GOOD
-5.0,3.75,0.1392,0,GOOD
873.26,8.89,0.0964,0,GOOD
2962.89,12.32,0.1412,0,GOOD
607.89,8.56,0.2512,1,LOW
145.06,6.23,0.0938,0,GOOD
426.71,11.34,0.8446,1,HIGH
1195.49,9.13,0.0977,0,GOOD
43.58,5.1,0.0104,0,GOOD
30.37,4.95,0.0916,0,GOOD
23.72,3.39,0.4688,1,MEDIUM
877.25,13.34,0.7457,1,HIGH
3029.55,18.24,0.1219,0,GOOD
3299.78,13.76,0.0435,0,GOOD
143.78,7.29,0.6139,1,HIGH
793.7,8.8,0.1382,0,GOOD
-5.0,5.09,0.9652,1,HIGH
27.95,3.56,0.5422,1,MEDIUM
1858.55,11.3,0.3121,1,MEDIUM
-5.0,2.02,0.1,0,GOOD
125.36,6.2,0.1915,1,LOW
96.42,6.62,0.5719,1,MEDIUM
127.97,4.57,2.1944,1,HIGH
2417.14,11.1,0.0385,0,GOOD
893.73,8.82,0.0418,0,GOOD
164.54,3.72,3.2556,1,HIGH
-5.0,4.66,0.5348,1,MEDIUM
784.72,8.71,0.1073,0,GOOD
868.94,8.96,0.1347,0,GOOD
3.4,1.89,0.068,0,GOOD
3136.84,19.35,0.0908,0,GOOD
107.57,7.91,0.8074,1,HIGH
682.01,11.91,0.7963,1,HIGH
943.05,9.44,0.2542,1,LOW
-5.0,1.97,0.1,0,GOOD
1413.45,9.94,0.1079,0,GOOD
3005.14,12.54,0.1289,0,GOOD
331.57,7.29,0.1137,0,GOOD
24.46,4.71,0.0188,0,GOOD
145.71,6.92,0.488,1,MEDIUM
112.77,4.39,2.0002,1,HIGH
1934.51,10.55,0.0493,0,GOOD
1915.89,10.67,0.1043,0,GOOD
4.43,3.91,0.017,0,GOOD
1012.66,12.11,0.7065,1,HIGH
15.66,4.47,0.0132,0,GOOD
-5.0,3.74,0.1388,0,GOOD
265.24,6.61,0.1961,1,LOW
